Squal:  Max:    Min:    Sum:    Shutter:        LaserPower:
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
000     002     001     004     12810   140
